PMID,Sentence,label
35508298,"Lung cancer is one of the most common malignancies with a high mortality rate worldwide, and POSTN has been shown to be strongly correlated with the poor prognosis of lung cancer patients, although the function and mechanism of action of POSTN in lung cancer remain unclear.",Compound-Complex Sentence
34627826,"The e-nose system developed with TGS gas sensors was portable, low cost, 
and gave a rapid response, and it has been demonstrated that the VOC profiles of patients with
 pulmonary diseases and healthy controls are different.",Compound-Complex Sentence
34862216,"While lung cancer continues to be the leading cause of cancer death globally, delayed diagnosis remains a major contributing factor to poor outcomes, and the new National Optimal Lung Cancer Pathway aims to implement diagnostic standards of care to reduce variation and improve delays in diagnosis, staging, and treatment.

",Compound-Complex Sentence
37456249,"The study aimed to explore the clinical role of (18)F-FDG PET/CT in differentiating malignant from benign pleural effusion in lung cancer patients, and it found that pleural SUVmax, thoracic lymph nodes, and sex were significant diagnostic factors, while multiple regression analysis confirmed the high diagnostic accuracy of these factors.",Compound-Complex Sentence
39893601,"Lung cancer, a leading cause of cancer-related deaths worldwide, is primarily linked to smoking, tobacco use, air pollution, and exposure to hazardous chemicals, and while genetic alterations in oncogenes like RAS, EGFR, MYC, BRAF, HER, and P13K contribute to metabolic changes, understanding these alterations is crucial for developing effective therapies targeting both genetic and metabolic pathways.",Compound-Complex Sentence
35213263,"The tele-assessment of upper limb function and musculoskeletal disorders of lung cancer survivors
 present a good interrater reliability compared to face-to-face assessment, and it could be useful for
 monitoring the disability presented by cancer survivors whose access
 is difficult by the residential situation, physical limitations, or the risk of COVID-19 spread.",Compound-Complex Sentence
35004682,"Cells and tissues in the human body are subjected to mechanical forces of varying degrees, such as tension or pressure, and during tumorigenesis, physical factors, especially mechanical factors, are involved in tumor development, which makes it necessary to consider factors involved in cell mechanics for a more comprehensive analysis of tumorigenesis.",Compound-Complex Sentence
35854773,"Although the aim is to study lung cancer with Lambert-Eaton myasthenic syndrome (LEMS) and its clinical and electrical characteristics of physiology and prognosis, fourteen LEMS patients with lung cancer were studied retrospectively, and the data including demographics, clinical presentation, treatments, and prognosis from the medical records were analyzed.
",Compound-Complex Sentence
35879123,"Immunotherapy for non-small cell lung cancer (NSCLC) has revolutionized treatment for advanced disease, and recent data suggest its benefits in earlier stages, but critical questions remain, such as identifying subsets of patients who benefit most from immune checkpoint inhibitors (ICIs) and enhancing ICI efficacy through combinations or sequencing of agents.",Compound-Complex Sentence
39247847,"Lung cancer is a predominant cause of cancer-related mortality worldwide, and the intrinsic complexity and variability of tumor morphology pose substantial challenges to segmentation tasks, which necessitate precise tumor segmentation of medical images for accurate diagnosis and treatment.",Compound-Complex Sentence
39192543,"This study explored the potential of plasma levels of ofCS-modified CD44 as a survival predictor for lung cancer patients, and the results showed that high expression of CD44 was associated with worse overall and progression-free survival, as prognostic nomograms based on these levels accurately predicted survival outcomes.",Compound-Complex Sentence
35902998,"While the overall hazard ratio for high versus low expression of miR-486 in non-small cell lung cancer was 1.15 (95% CI: 0.85–1.54), indicating no significant association with poor outcomes, the subgroup analysis revealed a hazard ratio of 0.41 (95% CI: 0.21–0.77) for progression-free survival in patients receiving chemotherapy, which suggests that higher miR-486 levels may reduce the risk of poor progression-free survival in this specific population.",Compound-Complex Sentence
39273053,"CircHIPK3, which is widely expressed in non-small-cell lung cancer (NSCLC) cells and promotes tumor progression by sponging oncosuppressive miRNAs, shows promise as a biomarker for early detection and monitoring, while its inhibition offers potential therapeutic strategies for lung cancer treatment",Compound-Complex Sentence
36291897,"A study comparing Rn-exposed and non-exposed lung cancer patients found high concordance in genetic alterations, except for increased MET alterations and decreased TP53 mutations in the Rn-exposed group, and while median overall survival was longer in the Rn-exposed cohort, the difference was not statistically significant, which suggests the need for further investigation into Rn-dependent driver events.",Compound-Complex Sentence
37235454,"Pulmonary rehabilitation has been recognized as an effective intervention to reduce lung cancer-related symptoms and improve the pulmonary function, lung mechanics, chest kinematics, respiratory- and peripheral muscle function, physical activity, and quality of life, and this review shows positive, highly encouraging and effective results of pulmonary rehabilitation in terms of the patients' lung function, functional mobility, and quality of life.",Compound-Complex Sentence
37003861,"Lung cancer screening models, such as PLCO[m2012] and the Liverpool-Lung-Project-v2, have discrimination (area under the receiver operating curve) between 0.60 and 0.68 for kidney cancer, suggesting that adding kidney cancer screening to lung cancer screening could detect up to one in four kidney cancer cases, although most kidney cancers would not be identified through this approach",Compound-Complex Sentence
